,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy
51,2,5,5,8,3,0,1,2,4,7,0,1,2,6,4,3,1,2,1,1,2,2,4,6,3,2,0,0,16,2,2,2,5,7,5,7,5,7,23,0,0,23,4,2,1,9,7,2,6,9,2,0,0,0,5,2,3,0,13,4,1,0.086956522,0.217391304,0.217391304,0.347826087,0.130434783,0,0.043478261,0.086956522,0.173913043,0.304347826,0,0.043478261,0.086956522,0.260869565,0.173913043,0.130434783,0.043478261,0.086956522,0.043478261,0.043478261,0.086956522,0.086956522,0.173913043,0.260869565,0.130434783,0.086956522,0,0,0.695652174,0.086956522,0.086956522,0.086956522,0.217391304,0.304347826,0.217391304,0.304347826,0.217391304,0.304347826,1,0,0,1,0.173913043,0.086956522,0.043478261,0.391304348,0.304347826,0.086956522,0.260869565,0.391304348,0.086956522,0,0,0,0.217391304,0.086956522,0.130434783,0,0.565217391,0.173913043,0.043478261,0.31182365,0.159376532,0.090515551,0.375920734,0.062363533,0,0.020788243,0.069292947,0.125162623,0.320485418,0,0.076223559,0.069294144,0.368991319,0.12472946,0.048505901,0.020787046,0.027717658,0.034647072,0.006929414,0.256388335,0.022520597,0.194023605,0.37418838,0.029448814,0.027717658,0,0,0.653530475,0.041576487,0.055434118,0.027717658,0.097011802,0.410567806,0.401906038,0.348203076,0.457341354,0.360329551,1,0,0,1,0.339540111,0.263317749,0.000433163,0.228670677,0.1680383,0.069294144,0.339541308,0.498916643,0.002165517,0,0,0,0.131658875,0.013858829,0.263750912,0,0.230836194,0.339540111,0.242529506
52,1,4,5,5,0,0,0,1,2,7,0,2,0,9,2,0,0,0,1,0,3,3,2,5,2,1,0,0,11,1,0,0,1,9,1,2,6,5,15,1,2,14,1,2,1,11,1,0,4,6,6,0,0,0,0,5,3,2,8,0,1,0.0625,0.25,0.3125,0.3125,0,0,0,0.0625,0.125,0.4375,0,0.125,0,0.5625,0.125,0,0,0,0.0625,0,0.1875,0.1875,0.125,0.3125,0.125,0.0625,0,0,0.6875,0.0625,0,0,0.0625,0.5625,0.0625,0.125,0.375,0.3125,0.9375,0.0625,0.125,0.875,0.0625,0.125,0.0625,0.6875,0.0625,0,0.25,0.375,0.375,0,0,0,0,0.3125,0.1875,0.125,0.5,0,0.0625,0.00032681,0.905944024,0.082199302,0.010876244,0,0,0,0.00032681,0.063551512,0.91984653,0,0.003353073,0,0.922382577,0.004170098,0,0,0,0.001143836,0,0.079009634,0.003679883,0.003353073,0.900545119,0.019301411,0.00032681,0,0,0.926552675,0.060525249,0,0,0.001143836,0.90708786,0.00032681,0.018484385,0.906434239,0.082362707,0.998856164,0.001143836,0.896865237,0.103134763,0.001143836,0.018484385,0.060525249,0.913794005,0.006052525,0,0.082035897,0.85212492,0.065839183,0,0,0,0,0.007686576,0.00621593,0.078682824,0.904878623,0,0.001143836
53,5,7,10,16,3,0,1,0,7,20,0,3,0,17,11,2,0,0,3,3,6,3,3,13,12,0,1,0,29,6,0,0,10,11,3,10,9,15,39,2,4,37,6,3,4,21,7,2,12,14,9,0,1,2,4,8,6,4,24,4,3,0.12195122,0.170731707,0.243902439,0.390243902,0.073170732,0,0.024390244,0,0.170731707,0.487804878,0,0.073170732,0,0.414634146,0.268292683,0.048780488,0,0,0.073170732,0.073170732,0.146341463,0.073170732,0.073170732,0.317073171,0.292682927,0,0.024390244,0,0.707317073,0.146341463,0,0,0.243902439,0.268292683,0.073170732,0.243902439,0.219512195,0.365853659,0.951219512,0.048780488,0.097560976,0.902439024,0.146341463,0.073170732,0.097560976,0.512195122,0.170731707,0.048780488,0.292682927,0.341463415,0.219512195,0,0.024390244,0.048780488,0.097560976,0.195121951,0.146341463,0.097560976,0.585365854,0.097560976,0.073170732,0.03741078,0.229387152,0.183854295,0.528181147,0.021166626,0,0.019689884,0,0.127492001,0.678808762,0,0.026089097,0,0.440315038,0.342850111,0.021166626,0,0,0.258921979,0.014275166,0.259660349,0.022643367,0.040118139,0.384444991,0.385183362,0,0.001476741,0,0.782426778,0.092296333,0,0,0.304208713,0.348510952,0.04430224,0.11567807,0.239970465,0.301747477,0.762244647,0.237755353,0.191976372,0.808023628,0.266059562,0.08171302,0.13782919,0.418410042,0.095988186,0.029534826,0.240462712,0.360324883,0.346295841,0,0.019689884,0.039379769,0.091557962,0.191484125,0.048978587,0.157519075,0.523997047,0.028304209,0.240708836
54,2,2,5,9,7,1,1,1,1,12,0,2,3,9,3,0,0,0,1,0,4,1,5,4,4,1,0,2,12,4,2,0,5,4,4,10,4,8,26,0,1,25,0,2,4,13,7,3,8,7,2,2,1,1,4,7,3,3,17,0,1,0.076923077,0.076923077,0.192307692,0.346153846,0.269230769,0.038461538,0.038461538,0.038461538,0.038461538,0.461538462,0,0.076923077,0.115384615,0.346153846,0.115384615,0,0,0,0.038461538,0,0.153846154,0.038461538,0.192307692,0.153846154,0.153846154,0.038461538,0,0.076923077,0.461538462,0.153846154,0.076923077,0,0.192307692,0.153846154,0.153846154,0.384615385,0.153846154,0.307692308,1,0,0.038461538,0.961538462,0,0.076923077,0.153846154,0.5,0.269230769,0.115384615,0.307692308,0.269230769,0.076923077,0.076923077,0.038461538,0.038461538,0.153846154,0.269230769,0.115384615,0.115384615,0.653846154,0,0.038461538,0.156076081,0.057346136,0.127413206,0.248262084,0.398161173,0.003180234,0.003180234,0.006380853,0.050965282,0.364829878,0,0.305791695,0.060526369,0.500091738,0.019101788,0,0,0,0.012741321,0,0.121032353,0.012741321,0.165637168,0.019122174,0.178358102,0.012741321,0,0.009561087,0.557417487,0.124232972,0.038223962,0,0.516013292,0.124232972,0.165657554,0.528754612,0.312172548,0.34719589,1,0,0.152895847,0.847104153,0,0.012720934,0.162456934,0.707153487,0.117668644,0.159276701,0.433184515,0.324913869,0.015921554,0.026766966,0.101930565,0.101930565,0.078160357,0.522394145,0.012741321,0.117852119,0.808880191,0,0.003180234
55,4,7,8,9,5,0,1,1,5,14,0,2,4,14,3,3,0,2,0,0,6,2,4,10,4,2,1,0,24,5,1,3,6,10,7,11,11,10,35,1,4,32,4,3,2,20,7,4,11,9,8,1,1,1,7,6,5,2,24,3,2,0.111111111,0.194444444,0.222222222,0.25,0.138888889,0,0.027777778,0.027777778,0.138888889,0.388888889,0,0.055555556,0.111111111,0.388888889,0.083333333,0.083333333,0,0.055555556,0,0,0.166666667,0.055555556,0.111111111,0.277777778,0.111111111,0.055555556,0.027777778,0,0.666666667,0.138888889,0.027777778,0.083333333,0.166666667,0.277777778,0.194444444,0.305555556,0.305555556,0.277777778,0.972222222,0.027777778,0.111111111,0.888888889,0.111111111,0.083333333,0.055555556,0.555555556,0.194444444,0.111111111,0.305555556,0.25,0.222222222,0.027777778,0.027777778,0.027777778,0.194444444,0.166666667,0.138888889,0.055555556,0.666666667,0.083333333,0.055555556,0.024448843,0.168466316,0.303733534,0.304143062,0.107801515,0,0.0151662,0.0151662,0.091816258,0.584779196,0,0.015985257,0.12173913,0.463859122,0.212736332,0.106163402,0,0.060664801,0,0,0.152071531,0.060664801,0.075831001,0.320128319,0.281045662,0.060664801,0.045498601,0,0.844242714,0.106982459,0.001638113,0.075831001,0.221199918,0.258644461,0.092225787,0.267927104,0.222018975,0.273810661,0.954501399,0.045498601,0.129793188,0.870206812,0.047546243,0.121329602,0.030332401,0.617159238,0.183632517,0.090997202,0.334475462,0.329410962,0.122148659,0.001638113,0.0151662,0.0151662,0.182403931,0.319309262,0.121329602,0.106163402,0.694628353,0.002047642,0.060664801
56,4,7,6,10,2,1,1,1,3,16,0,2,2,15,5,1,0,0,2,1,5,2,4,8,7,1,1,2,20,4,0,1,7,8,2,8,7,9,28,1,3,26,6,2,4,15,2,4,11,9,4,1,0,1,0,7,5,2,14,5,2,0.137931034,0.24137931,0.206896552,0.344827586,0.068965517,0.034482759,0.034482759,0.034482759,0.103448276,0.551724138,0,0.068965517,0.068965517,0.517241379,0.172413793,0.034482759,0,0,0.068965517,0.034482759,0.172413793,0.068965517,0.137931034,0.275862069,0.24137931,0.034482759,0.034482759,0.068965517,0.689655172,0.137931034,0,0.034482759,0.24137931,0.275862069,0.068965517,0.275862069,0.24137931,0.310344828,0.965517241,0.034482759,0.103448276,0.896551724,0.206896552,0.068965517,0.137931034,0.517241379,0.068965517,0.137931034,0.379310345,0.310344828,0.137931034,0.034482759,0,0.034482759,0,0.24137931,0.172413793,0.068965517,0.482758621,0.172413793,0.068965517,0.060774483,0.474393356,0.103268685,0.347584438,0.013979038,0.029979142,0.006477775,0.014989571,0.057924262,0.571793178,0,0.162851257,0.021467346,0.759156335,0.053674842,0.006477775,0,0,0.016194437,0.007501263,0.197274152,0.014574993,0.037661782,0.532317618,0.07472761,0.009716662,0.006477775,0.036456916,0.822988327,0.032388874,0,0.029979142,0.210048324,0.512469716,0.059569617,0.157772682,0.403500589,0.336624043,0.993522225,0.006477775,0.324497649,0.675502351,0.205397282,0.109370749,0.052651353,0.618005623,0.014574993,0.064402037,0.398810681,0.47400469,0.057924262,0.004858331,0,0.006477775,0,0.242061487,0.109370749,0.032388874,0.604635496,0.198919507,0.096415199
57,3,3,6,13,2,0,1,1,5,12,0,0,2,13,3,2,0,0,0,1,6,5,3,10,6,0,1,0,17,6,0,0,5,13,4,10,6,11,27,1,3,25,2,4,2,14,6,1,10,8,5,2,0,0,3,4,3,2,20,1,2,0.107142857,0.107142857,0.214285714,0.464285714,0.071428571,0,0.035714286,0.035714286,0.178571429,0.428571429,0,0,0.071428571,0.464285714,0.107142857,0.071428571,0,0,0,0.035714286,0.214285714,0.178571429,0.107142857,0.357142857,0.214285714,0,0.035714286,0,0.607142857,0.214285714,0,0,0.178571429,0.464285714,0.142857143,0.357142857,0.214285714,0.392857143,0.964285714,0.035714286,0.107142857,0.892857143,0.071428571,0.142857143,0.071428571,0.5,0.214285714,0.035714286,0.357142857,0.285714286,0.178571429,0.071428571,0,0,0.107142857,0.142857143,0.107142857,0.071428571,0.714285714,0.035714286,0.071428571,0.116597728,0.811874933,0.025682135,0.038859949,0.006627648,0,0.000357607,0.000357607,0.009488503,0.964906843,0,0,0.004029038,0.958899048,0.013970509,0.003671431,0,0,0,0.000715214,0.035981214,0.002145641,0.006985255,0.826465294,0.143805653,0,0.003313824,0,0.970628554,0.02024055,0,0,0.130568237,0.827895722,0.002503248,0.1504333,0.925516444,0.048163689,0.996686176,0.003313824,0.923728409,0.076271591,0.004029038,0.020937884,0.005817072,0.950858853,0.018357154,0.003313824,0.038937431,0.950143639,0.005459465,0.001430428,0,0,0.010299079,0.020598157,0.002145641,0.023178887,0.9688584,0.000715214,0.003671431
58,1,0,5,2,3,0,0,0,1,5,0,3,0,6,2,0,0,0,0,0,5,1,1,5,2,0,0,0,7,1,1,0,3,4,1,3,1,3,12,0,0,12,1,2,2,3,4,1,4,4,1,0,1,1,3,3,2,3,6,1,1,0.083333333,0,0.416666667,0.166666667,0.25,0,0,0,0.083333333,0.416666667,0,0.25,0,0.5,0.166666667,0,0,0,0,0,0.416666667,0.083333333,0.083333333,0.416666667,0.166666667,0,0,0,0.583333333,0.083333333,0.083333333,0,0.25,0.333333333,0.083333333,0.25,0.083333333,0.25,1,0,0,1,0.083333333,0.166666667,0.166666667,0.25,0.333333333,0.083333333,0.333333333,0.333333333,0.083333333,0,0.083333333,0.083333333,0.25,0.25,0.166666667,0.25,0.5,0.083333333,0.083333333,0.127812284,0,0.231400966,0.319530711,0.193443754,0,0,0,0.127812284,0.359213251,0,0.193443754,0,0.421394065,0.257349896,0,0,0,0,0,0.293581781,0.127812284,0.063906142,0.338509317,0.276328502,0,0,0,0.661490683,0.017253278,0.001725328,0,0.259075224,0.319530711,0.063906142,0.086335404,0.063906142,0.101863354,1,0,0,1,0.127812284,0.084610076,0.08115942,0.447342995,0.259075224,0.063906142,0.229675638,0.449068323,0.001725328,0,0.063906142,0.063906142,0.257349896,0.321256039,0.191718427,0.101863354,0.578605935,0.127812284,0.063906142
59,1,5,3,1,0,0,2,2,1,2,0,1,2,4,1,1,0,0,0,0,1,1,5,1,1,0,0,1,7,0,0,0,1,4,3,1,3,2,10,0,0,10,1,2,1,6,0,2,3,3,0,1,1,1,1,0,3,2,2,1,0,0.1,0.5,0.3,0.1,0,0,0.2,0.2,0.1,0.2,0,0.1,0.2,0.4,0.1,0.1,0,0,0,0,0.1,0.1,0.5,0.1,0.1,0,0,0.1,0.7,0,0,0,0.1,0.4,0.3,0.1,0.3,0.2,1,0,0,1,0.1,0.2,0.1,0.6,0,0.2,0.3,0.3,0,0.1,0.1,0.1,0.1,0,0.3,0.2,0.2,0.1,0,6.05E-05,0.995639321,0.003815847,0.000484296,0,0,0.002362959,0.986671779,0.004483771,0.001937183,0,0.002241886,0.006725657,0.004421216,0.002241886,0.000121074,0,0,0,0,0.001452887,0.000121074,0.011451575,0.000121074,0.001452887,0,0,0.002241886,0.011267947,0,0,0,0.002241886,0.002907792,0.004665382,0.001452887,0.006786194,0.001937183,1,0,0,1,0.002241886,0.001573961,0.986429631,0.009754523,0,0.990913402,0.004179068,0.004725919,0,6.05E-05,0.986429631,0.986429631,0.000242148,0,0.002786718,0.987882518,0.000302685,0.002241886,0
6,4,5,8,15,4,2,1,2,2,18,0,1,2,16,7,2,0,0,4,1,4,7,4,10,8,1,1,2,25,3,0,2,8,11,8,6,7,13,34,3,1,36,6,4,4,14,9,2,14,12,6,1,0,1,3,6,8,2,19,4,3,0.108108108,0.135135135,0.216216216,0.405405405,0.108108108,0.054054054,0.027027027,0.054054054,0.054054054,0.486486486,0,0.027027027,0.054054054,0.432432432,0.189189189,0.054054054,0,0,0.108108108,0.027027027,0.108108108,0.189189189,0.108108108,0.27027027,0.216216216,0.027027027,0.027027027,0.054054054,0.675675676,0.081081081,0,0.054054054,0.216216216,0.297297297,0.216216216,0.162162162,0.189189189,0.351351351,0.918918919,0.081081081,0.027027027,0.972972973,0.162162162,0.108108108,0.108108108,0.378378378,0.243243243,0.054054054,0.378378378,0.324324324,0.162162162,0.027027027,0,0.027027027,0.081081081,0.162162162,0.216216216,0.054054054,0.513513514,0.108108108,0.081081081,0.047398248,0.118495621,0.408552293,0.275631118,0.119010819,0.046367852,0.005151984,0.025759918,0.011334364,0.739824833,0,0.020607934,0.025759918,0.543534261,0.176713035,0.108191654,0,0,0.031942298,0.005151984,0.140133952,0.283359093,0.27820711,0.100463679,0.309119011,0.001030397,0.10303967,0.061823802,0.775888717,0.134981968,0,0.061823802,0.223080886,0.09994848,0.345698094,0.268933539,0.370942813,0.326120556,0.876352396,0.123647604,0.041215868,0.958784132,0.176197836,0.139103555,0.303967027,0.270994333,0.109737249,0.061823802,0.573415765,0.307058217,0.051519835,0.000515198,0,0.005151984,0.046367852,0.176713035,0.284904688,0.128799588,0.580628542,0.057702215,0.123647604
60,1,2,3,11,2,1,0,1,2,10,0,0,3,6,5,1,0,1,2,1,5,1,3,5,4,2,0,1,10,4,0,1,7,6,2,7,1,10,20,0,0,20,0,2,4,12,2,2,9,7,2,0,0,2,0,8,4,4,10,0,1,0.05,0.1,0.15,0.55,0.1,0.05,0,0.05,0.1,0.5,0,0,0.15,0.3,0.25,0.05,0,0.05,0.1,0.05,0.25,0.05,0.15,0.25,0.2,0.1,0,0.05,0.5,0.2,0,0.05,0.35,0.3,0.1,0.35,0.05,0.5,1,0,0,1,0,0.1,0.2,0.6,0.1,0.1,0.45,0.35,0.1,0,0,0.1,0,0.4,0.2,0.2,0.5,0,0.05,0.124747361,0.03118684,0.405428924,0.31321581,0.078640804,0.01559342,0,0.01559342,0.03118684,0.748484168,0,0,0.04678026,0.546443409,0.202714462,0.01559342,0,0.01559342,0.093560521,0.01559342,0.530849989,0.01559342,0.04678026,0.374915787,0.280681563,0.093560521,0,0.01559342,0.530849989,0.250168426,0,0.01559342,0.204061868,0.296948686,0.03118684,0.437963171,0.01559342,0.67119077,1,0,0,1,0,0.327461823,0.296948686,0.296948686,0.078640804,0.140340781,0.62441051,0.141688188,0.093560521,0,0,0.140340781,0,0.296948686,0.140340781,0.530176286,0.31321581,0,0.093560521
61,1,2,4,8,0,0,0,0,0,7,0,2,1,6,3,1,0,1,1,0,4,1,3,2,3,2,0,0,8,3,0,1,3,4,3,4,3,7,15,0,0,15,0,1,5,8,1,3,7,4,1,0,1,2,1,6,1,4,9,0,0,0.066666667,0.133333333,0.266666667,0.533333333,0,0,0,0,0,0.466666667,0,0.133333333,0.066666667,0.4,0.2,0.066666667,0,0.066666667,0.066666667,0,0.266666667,0.066666667,0.2,0.133333333,0.2,0.133333333,0,0,0.533333333,0.2,0,0.066666667,0.2,0.266666667,0.2,0.266666667,0.2,0.466666667,1,0,0,1,0,0.066666667,0.333333333,0.533333333,0.066666667,0.2,0.466666667,0.266666667,0.066666667,0,0.066666667,0.133333333,0.066666667,0.4,0.066666667,0.266666667,0.6,0,0,0.044267375,0.003984064,0.331119965,0.620628597,0,0,0,0,0,0.634794157,0,0.09561753,0.002213369,0.640991589,0.089420097,0.044267375,0,0.044267375,0.000885347,0,0.538291279,0.01416556,0.023461709,0.26560425,0.354139,0.045152722,0,0,0.644975653,0.089420097,0,0.044267375,0.133687472,0.274900398,0.023019035,0.355024347,0.023019035,0.709163347,1,0,0,1,0,0.26560425,0.19831784,0.535192563,0.000885347,0.05312085,0.504205401,0.221336875,0.221336875,0,0.00708278,0.051350155,0.044267375,0.487826472,0.01416556,0.36122178,0.548472776,0,0
62,2,6,5,11,1,1,0,1,3,12,0,3,5,12,3,0,0,0,1,0,6,3,7,5,4,2,0,3,16,3,0,0,4,10,6,5,5,9,27,0,0,26,2,2,4,14,5,4,12,6,3,0,1,2,4,8,5,4,15,2,1,0.074074074,0.222222222,0.185185185,0.407407407,0.037037037,0.037037037,0,0.037037037,0.111111111,0.444444444,0,0.111111111,0.185185185,0.444444444,0.111111111,0,0,0,0.037037037,0,0.222222222,0.111111111,0.259259259,0.185185185,0.148148148,0.074074074,0,0.111111111,0.592592593,0.111111111,0,0,0.148148148,0.37037037,0.222222222,0.185185185,0.185185185,0.333333333,1,0,0,0.962962963,0.074074074,0.074074074,0.148148148,0.518518519,0.185185185,0.148148148,0.444444444,0.222222222,0.111111111,0,0.037037037,0.074074074,0.148148148,0.296296296,0.185185185,0.148148148,0.555555556,0.074074074,0.037037037,0.002190824,0.117514419,0.718746063,0.15470931,0.005931879,0.001977293,0,0.001977293,0.105223599,0.493815087,0,0.366012765,0.115110064,0.849514325,0.006358941,0,0,0,0.000427061,0,0.595165241,0.221723747,0.672706735,0.15324022,0.112759093,0.000640592,0,0.011863759,0.906159717,0.059745856,0,0,0.036018338,0.441630349,0.664797562,0.206118932,0.662820269,0.297021035,1,0,0,0.998022707,0.008336234,0.199706609,0.612960879,0.175631036,0.003365242,0.441363435,0.519759052,0.028884281,0.005985262,0,0.336139837,0.33811713,0.006839384,0.06193668,0.317782613,0.498277876,0.292263574,0.008336234,0.092932778
63,2,4,5,4,1,0,1,2,3,3,0,2,2,5,1,2,0,1,1,0,2,2,4,2,0,2,0,1,9,2,1,1,2,4,6,3,5,4,17,0,0,17,2,1,4,6,4,4,5,3,2,1,1,2,3,4,2,1,10,2,0,0.117647059,0.235294118,0.294117647,0.235294118,0.058823529,0,0.058823529,0.117647059,0.176470588,0.176470588,0,0.117647059,0.117647059,0.294117647,0.058823529,0.117647059,0,0.058823529,0.058823529,0,0.117647059,0.117647059,0.235294118,0.117647059,0,0.117647059,0,0.058823529,0.529411765,0.117647059,0.058823529,0.058823529,0.117647059,0.235294118,0.352941176,0.176470588,0.294117647,0.235294118,1,0,0,1,0.117647059,0.058823529,0.235294118,0.352941176,0.235294118,0.235294118,0.294117647,0.176470588,0.117647059,0.058823529,0.058823529,0.117647059,0.176470588,0.235294118,0.117647059,0.058823529,0.588235294,0.117647059,0,0.013498313,0.3712036,0.578177728,0.033745782,0.001124859,0,0.002249719,0.013498313,0.134983127,0.551181102,0,0.033745782,0.114735658,0.596175478,0.005624297,0.007874016,0,0.005624297,0.005624297,0,0.033745782,0.542182227,0.686164229,0.013498313,0,0.011248594,0,0.002249719,0.733408324,0.011248594,0.001124859,0.005624297,0.016872891,0.038245219,0.690663667,0.012373453,0.688413948,0.033745782,1,0,0,1,0.238470191,0.002249719,0.584926884,0.154105737,0.020247469,0.157480315,0.804274466,0.01912261,0.013498313,0.001124859,0.022497188,0.033745782,0.024746907,0.024746907,0.551181102,0.022497188,0.601799775,0.238470191,0
64,1,3,5,6,3,1,0,1,0,10,0,2,2,8,5,0,0,0,2,0,5,3,4,4,4,1,0,0,13,4,0,0,4,6,4,7,4,9,19,0,0,19,1,3,5,6,4,3,10,3,1,0,1,2,2,5,2,4,10,1,1,0.052631579,0.157894737,0.263157895,0.315789474,0.157894737,0.052631579,0,0.052631579,0,0.526315789,0,0.105263158,0.105263158,0.421052632,0.263157895,0,0,0,0.105263158,0,0.263157895,0.157894737,0.210526316,0.210526316,0.210526316,0.052631579,0,0,0.684210526,0.210526316,0,0,0.210526316,0.315789474,0.210526316,0.368421053,0.210526316,0.473684211,1,0,0,1,0.052631579,0.157894737,0.263157895,0.315789474,0.210526316,0.157894737,0.526315789,0.157894737,0.052631579,0,0.052631579,0.105263158,0.105263158,0.263157895,0.105263158,0.210526316,0.526315789,0.052631579,0.052631579,0.002495309,0.017467162,0.624106679,0.248532758,0.061184972,0.004990618,0,0.019962471,0,0.44424482,0,0.464626502,0.051203737,0.724018845,0.161097137,0,0,0,0.102407474,0,0.699065756,0.027448397,0.48957959,0.146125284,0.151994251,0.092426239,0,0,0.795185052,0.194833713,0,0,0.112388709,0.584501138,0.494570208,0.254401725,0.494570208,0.441749511,1,0,0,1,0.002495309,0.118257676,0.613247095,0.122369945,0.143629976,0.564538667,0.325567932,0.058689663,0.002495309,0,0.462131193,0.472112429,0.048708428,0.19982433,0.009981235,0.611630135,0.273485847,0.002495309,0.004990618
65,2,5,4,2,1,0,0,0,2,2,0,3,1,5,2,0,0,0,1,0,3,0,4,2,2,0,0,0,11,0,0,0,2,4,5,1,7,2,14,0,0,14,2,1,2,7,2,6,5,1,0,1,1,1,2,1,1,2,7,2,0,0.142857143,0.357142857,0.285714286,0.142857143,0.071428571,0,0,0,0.142857143,0.142857143,0,0.214285714,0.071428571,0.357142857,0.142857143,0,0,0,0.071428571,0,0.214285714,0,0.285714286,0.142857143,0.142857143,0,0,0,0.785714286,0,0,0,0.142857143,0.285714286,0.357142857,0.071428571,0.5,0.142857143,1,0,0,1,0.142857143,0.071428571,0.142857143,0.5,0.142857143,0.428571429,0.357142857,0.071428571,0,0.071428571,0.071428571,0.071428571,0.142857143,0.071428571,0.071428571,0.142857143,0.5,0.142857143,0,0.014613748,0.026512543,0.949798518,0.002786934,0.006288258,0,0,0,0.008803561,0.020122424,0,0.911831295,0.006288258,0.933449048,0.001291605,0,0,0,0.001257652,0,0.92688916,0,0.918119553,0.002786934,0.020122424,0,0,0,0.978826364,0,0,0,0.001529283,0.910095573,0.926478997,0.018864773,0.927770602,0.021380076,1,0,0,1,0.026410682,0.018864773,0.924373857,0.027563755,0.002786934,0.96217131,0.035485873,3.40E-05,0,0.002037232,0.905509084,0.905509084,0.002786934,0.000271631,0.002037232,0.924373857,0.042825343,0.026410682,0
66,7,3,2,3,1,3,1,0,3,2,0,3,3,7,1,0,0,0,1,0,0,2,5,1,2,1,0,3,9,0,0,0,4,7,5,0,7,2,17,0,0,15,6,0,3,8,0,4,7,3,2,1,1,3,0,3,2,3,6,6,0,0.411764706,0.176470588,0.117647059,0.176470588,0.058823529,0.176470588,0.058823529,0,0.176470588,0.117647059,0,0.176470588,0.176470588,0.411764706,0.058823529,0,0,0,0.058823529,0,0,0.117647059,0.294117647,0.058823529,0.117647059,0.058823529,0,0.176470588,0.529411765,0,0,0,0.235294118,0.411764706,0.294117647,0,0.411764706,0.117647059,1,0,0,0.882352941,0.352941176,0,0.176470588,0.470588235,0,0.235294118,0.411764706,0.176470588,0.117647059,0.058823529,0.058823529,0.176470588,0,0.176470588,0.117647059,0.176470588,0.352941176,0.352941176,0,0.0188069,0.802587446,0.016770484,0.018088165,0.023957834,0.00065884,0.004791567,0,0.03605654,0.017968376,0,0.029947293,0.00065884,0.071993292,0.011978917,0,0,0,0.011978917,0,0,0.017968376,0.024616675,0.000119789,0.035936751,0.005989459,0,0.00065884,0.131887877,0,0,0,0.052707235,0.012817441,0.048694298,0,0.072712027,0.017968376,1,0,0,0.999401054,0.783540968,0,0.120388117,0.096070915,0,0.191662674,0.801449449,0.006648299,0.000179684,5.99E-05,0.119789171,0.120388117,0,0.018088165,0.006049353,0.120388117,0.042165788,0.783540968,0
